district,locality,price_raw,price_num,area_raw,area_sqft,price_per_sqft,price_per_sqft_calc,cents,price_per_cent
kollam,Nedungolam,₹21 Lac,2100000,"3,484 sqft",3484,,602.7554535,7.998163453,262560.2755
kollam,Kottarakkara,₹1 Cr,10000000,"8,712 sqft",8712,,1147.842057,20,500000
kollam,Chinnakada,₹6 Cr,60000000,"8,712 sqft",8712,,6887.052342,20,3000000
kollam,Kannetty,₹3.65 Lac,365000,"1,800 sqft",1800,,202.7777778,4.132231405,88330
kollam,medayil junction,₹85 Lac,8500000,"3,702 sqft",3702,,2296.056186,8.49862259,1000162.075
kollam,Ambalamkunnu,₹60 Lac,6000000,"13,000 sqft",13000,,461.5384615,29.84389348,201046.1538
kollam,Anchal,₹1.5 Cr,15000000,"21,780 sqft",21780,,688.7052342,50,300000
kollam,Pattathanam,₹70 Lac,7000000,"3,049 sqft",3049,,2295.8347,6.999540863,1000065.595
kollam,Chathannoor,₹1.79 Cr,17900000,"64,904 sqft",64904,,275.7919389,148.9990817,120134.9686
kollam,Channapetta,₹4.5 Cr,45000000,"43,560 sqft",43560,,1033.057851,100,450000
kollam,Polayathodu,₹3.64 Cr,36400000,"12,196 sqft",12196,,2984.58511,27.99816345,1300085.274
kollam,Kottarakkara,₹64 Lac,6400000,"13,068 sqft",13068,,489.7459443,30,213333.3333
kollam,Chathannoor,₹1.38 Cr,13800000,"10,890 sqft",10890,,1267.217631,25,552000
kollam,Kottiyam,₹1.75 Cr,17500000,"10,890 sqft",10890,,1606.97888,25,700000
kollam,Oachira,₹35 Lac,3500000,"6,098 sqft",6098,,573.958675,13.99908173,250016.3988
kollam,Munroe Island,₹2.5 Cr,25000000,"36,154 sqft",36154,,691.4864192,82.99816345,301211.4842
kollam,Ashtamudi,₹85 Lac,8500000,"25,000 sqft",25000,,340,57.39210285,148104
kollam,Puthoor,₹14 Lac,1400000,"8,712 sqft",8712,,160.697888,20,70000
kollam,Veliyam,₹60 Lac,6000000,"13,068 sqft",13068,,459.1368228,30,200000
kollam,Kottarakkara,₹70 Lac,7000000,"4,573 sqft",4573,,1530.723814,10.49816345,666783.2932
kollam,Panmana,₹1.36 Cr,13600000,"6,316 sqft",6316,,2153.261558,14.49954086,937960.7346
kollam,Kottarakkara,₹25 Lac,2500000,"15,680 sqft",15680,,159.4387755,35.99632691,69451.53061
kollam,Arinalloor,₹90 Lac,9000000,"72,309 sqft",72309,,124.4658341,165.9986226,54217.31735
kollam,Ayathil,₹90 Lac,9000000,"4,573 sqft",4573,,1968.073475,10.49816345,857292.8056
kollam,Ayathil,₹85 Lac,8500000,"4,573 sqft",4573,,1858.736059,10.49816345,809665.4275
kollam,Parippally,₹2 Lac,200000,"17,424 sqft",17424,,11.47842057,40,5000
kollam,Anchalummood,₹99 Lac,9900000,"14,374 sqft",14374,,688.7435648,32.99816345,300016.6968
kollam,Mayyanad,₹24 Lac,2400000,"4,356 sqft",4356,,550.9641873,10,240000
kollam,Mylapure,₹90 Lac,9000000,"10,018 sqft",10018,,898.3829108,22.99816345,391335.5959
kollam,Pattathanam,₹90 Lac,9000000,"2,613 sqft",2613,,3444.316877,5.99862259,1500344.432
kollam,Kottarakara,₹1.5 Lac,150000,"12,196 sqft",12196,,12.29911446,27.99816345,5357.49426
kollam,Oachira,₹1 Cr,10000000,"13,068 sqft",13068,,765.228038,30,333333.3333
kollam,Chathannoor,₹1 Cr,10000000,"8,720 sqft",8720,,1146.788991,20.01836547,499541.2844
kollam,Kottarakkara,₹1.5 Cr,15000000,"10,890 sqft",10890,,1377.410468,25,600000
kollam,Kudavattoor,₹8 Lac,800000,"3,920 sqft",3920,,204.0816327,8.999081726,88897.95918
kollam,Parippally,₹1.25 Cr,12500000,"9,147 sqft",9147,,1366.568274,20.99862259,595277.14
kollam,Neendakara,₹75 Lac,7500000,"16,334 sqft",16334,,459.164932,37.49770432,200012.2444
kollam,Chavara,₹30 Lac,3000000,"4,247 sqft",4247,,706.3809748,9.749770432,307699.5526
kollam,Pallimon,₹1.5 Cr,15000000,"21,780 sqft",21780,,688.7052342,50,300000
kollam,Oachira,₹48.6 Lac,4860000,"11,761 sqft",11761,,413.2301675,26.99954086,180003.061
kollam,Karunagappally,₹89.25 Lac,8925000,"4,573 sqft",4573,,1951.672862,10.49816345,850148.6989
kollam,Veliyam,₹60 Lac,6000000,435 sqft,435,,13793.10345,0.99862259,6008275.862
kollam,Chathannoor,₹20 Lac,2000000,"3,484 sqft",3484,,574.0528129,7.998163453,250057.4053
kollam,Kundara,₹50 Lac,5000000,"14,810 sqft",14810,,337.6097232,33.99908173,147062.7954
kollam,Kundara,₹25 Lac,2500000,"4,356 sqft",4356,,573.9210285,10,250000
kollam,Kottarakkara,₹26.5 Lac,2650000,"5,771 sqft",5771,,459.1925143,13.24839302,200024.2592
kollam,Kottarakkara,₹25 Lac,2500000,"5,880 sqft",5880,,425.170068,13.49862259,185204.0816
kollam,Parippally,₹17.5 Cr,175000000,"1,08,900 sqft",108900,,1606.97888,250,700000
kollam,Paravur,₹36 Lac,3600000,"5,227 sqft",5227,,688.731586,11.99954086,300011.4789
kollam,Pallimon,₹1.5 Cr,15000000,"21,780 sqft",21780,,688.7052342,50,300000
kollam,Oyoor,₹80 Lac,8000000,"43,560 sqft",43560,,183.6547291,100,80000
kollam,Paravur,₹48 Lac,4800000,"13,939 sqft",13939,,344.3575579,31.99954086,150002.1522
kollam,Keralapuram,₹18 Lac,1800000,"5,445 sqft",5445,,330.5785124,12.5,144000
kollam,karikkal,₹18.7 Lac,1870000,"14,810 sqft",14810,,126.2660365,33.99908173,55001.48548
kollam,Kadampanad,₹10 Lac,1000000,"12,414 sqft",12414,,80.55421299,28.49862259,35089.41518
kollam,Kottarakkara,₹18 Lac,1800000,750 sqft,750,,2400,1.721763085,1045440
kollam,Karunagappally,₹53 Lac,5300000,"6,098 sqft",6098,,869.1374221,13.99908173,378596.2611
kottayam,Kalathipady,₹53 Lac - 1.22 cr,5300000,"1,916-4,137 sqft",1916,,2766.179541,4.398530762,1204947.808
kottayam,Pampady,₹5.7 Cr,57000000,"91,911 sqft",91911,,620.1651598,210.9986226,270143.9436
kottayam,Kuravilangad,₹180 Cr,1800000000,"87,120 sqft",87120,,20661.15702,200,9000000
kottayam,Changanacherry,₹19.26 Cr,192600000,"93,218 sqft",93218,,2066.124568,213.9990817,900003.8619
kottayam,Kanjikuzhi,₹2.5 Cr,25000000,"11,543 sqft",11543,,2165.81478,26.49908173,943428.918
kottayam,Pulickal Kavala,₹1.35 Lac,135000,"4,356 sqft",4356,,30.99173554,10,13500
kottayam,Changanacherry,₹5.54 Cr,55400000,"1,74,240 sqft",174240,,317.9522498,400,138500
kottayam,Thiruvanchoor,₹58 Lac,5800000,"7,405 sqft",7405,,783.2545577,16.99954086,341185.6853
kottayam,Puthuppally,₹30 Lac,3000000,"6,534 sqft",6534,,459.1368228,15,200000
kottayam,Vaikom,₹35 Lac,3500000,"8,712 sqft",8712,,401.7447199,20,175000
kottayam,Kollad,₹25 Lac,2500000,"4,356 sqft",4356,,573.9210285,10,250000
kottayam,Changanacherry,₹15 Lac,1500000,"32,670 sqft",32670,,45.91368228,75,20000
kottayam,Kalathipady,₹21 Lac,2100000,"2,178 sqft",2178,,964.1873278,5,420000
kottayam,Athirampuzha,₹55.25 Lac,5525000,"7,405 sqft",7405,,746.1174882,16.99954086,325008.7779
kottayam,Ettumanoor,₹70 Lac,7000000,"9,583 sqft",9583,,730.4601899,21.99954086,318188.4587
kottayam,Ettumanoor,₹70 Lac,7000000,"43,560 sqft",43560,,160.697888,100,70000
kottayam,Vaikom,₹3.56 Cr,35600000,"1,24,146 sqft",124146,,286.7591384,285,124912.2807
kottayam,Perunna,₹42 Lac,4200000,"2,992 sqft",2992,,1403.743316,6.868686869,611470.5882
kottayam,Udayanapuram,₹70 Lac,7000000,"8,712 sqft",8712,,803.4894399,20,350000
kottayam,Karukachal,₹2.09 Cr,20900000,"31,798 sqft",31798,,657.2740424,72.99816345,286308.5729
kottayam,Chempu,₹45 Lac,4500000,"7,840 sqft",7840,,573.9795918,17.99816345,250025.5102
kottayam,Collectorate,₹7.5 Cr,75000000,"26,136 sqft",26136,,2869.605142,60,1250000
kottayam,Changanacherry,₹35 Lac,3500000,"3,049 sqft",3049,,1147.91735,6.999540863,500032.7976
kottayam,Vadavathoor,₹3.5 Lac,350000,"4,356 sqft",4356,,80.34894399,10,35000
kottayam,Kodungoor,₹2.5 Cr,25000000,"65,340 sqft",65340,,382.614019,150,166666.6667
kottayam,Vechoochira,₹58 Lac,5800000,"33,976 sqft",33976,,170.7087356,77.99816345,74360.72522
kottayam,Vechoochira,₹58 Lac,5800000,"33,976 sqft",33976,,170.7087356,77.99816345,74360.72522
kottayam,Pala,₹1 Cr,10000000,"43,560 sqft",43560,,229.5684114,100,100000
kottayam,Kanjirappally,₹90 Lac,9000000,"29,185 sqft",29185,,308.3775912,66.99954086,134329.2787
kottayam,Kaduthuruthy,₹37 Lac,3700000,"8,712 sqft",8712,,424.7015611,20,185000
kottayam,Kanjirappally,₹14 Lac,1400000,544 sqft,544,,2573.529412,1.248852158,1121029.412
kottayam,Kaduthuruthy,₹40 Lac,4000000,"5,662 sqft",5662,,706.4641469,12.99816345,307735.7824
kottayam,Pampady,₹2 Cr,20000000,"87,120 sqft",87120,,229.5684114,200,100000
kottayam,Chungam,₹50 Lac,5000000,"4,356 sqft",4356,,1147.842057,10,500000
kottayam,Changanacherry,₹52 Lac,5200000,"6,534 sqft",6534,,795.8371595,15,346666.6667
kottayam,Pampady,₹2.35 Cr,23500000,"47,480 sqft",47480,,494.9452401,108.9990817,215598.1466
kottayam,Kodungoor,₹11 Lac,1100000,"3,484 sqft",3484,,315.7290471,7.998163453,137531.5729
kottayam,Manimala,₹40 Lac,4000000,"8,712 sqft",8712,,459.1368228,20,200000
kottayam,Mandiram,₹70 Lac,7000000,"6,054 sqft",6054,,1156.260324,13.89807163,503666.997
kottayam,Vaikom,₹90 Lac,9000000,"7,840 sqft",7840,,1147.959184,17.99816345,500051.0204
kottayam,Vaikom,₹24.35 Lac,2435000,"2,178 sqft",2178,,1117.998163,5,487000
kottayam,Mundakayam,₹24 Lac,2400000,"6,969 sqft",6969,,344.3822643,15.99862259,150012.9143
kottayam,Olassa,₹41 Lac,4100000,"6,534 sqft",6534,,627.4869911,15,273333.3333
kottayam,Pala,₹15 Cr,150000000,"2,17,800 sqft",217800,,688.7052342,500,300000
kottayam,Pala,₹9 Cr,90000000,"2,17,800 sqft",217800,,413.2231405,500,180000
kottayam,Palai,₹1.5 Cr,15000000,"43,560 sqft",43560,,344.3526171,100,150000
kottayam,Thazhathangady,₹80 Lac,8000000,"9,583 sqft",9583,,834.8116456,21.99954086,363643.9528
kottayam,Vaikom,₹1 Cr,10000000,"17,424 sqft",17424,,573.9210285,40,250000
kottayam,puthupally,₹1.5 Cr,15000000,"37,026 sqft",37026,,405.120726,85,176470.5882
kottayam,Changanacherry,₹3 Cr,30000000,"43,560 sqft",43560,,688.7052342,100,300000
kottayam,Kollad,₹70 Lac,7000000,"8,276 sqft",8276,,845.8192363,18.99908173,368438.8594
kottayam,Vaikom,₹43.4 Lac,4340000,"6,751 sqft",6751,,642.8677233,15.49816345,280033.1803
kottayam,Kaduthuruthy,₹67.5 Lac,6750000,"23,522 sqft",23522,,286.9653941,53.99908173,125002.1257
kottayam,Nattassery,₹92 Lac,9200000,"10,018 sqft",10018,,918.3469754,22.99816345,400031.9425
kottayam,Cherppunkal,₹1.4 Cr,14000000,"34,848 sqft",34848,,401.7447199,80,175000
kottayam,Kanjirappally,₹1.18 Cr,11800000,"27,007 sqft",27007,,436.9237605,61.99954086,190323.9901
kottayam,Monippally,₹45 Lac,4500000,"13,068 sqft",13068,,344.3526171,30,150000
kottayam,Ettumanoor,₹96 Lac,9600000,"10,454 sqft",10454,,918.3087813,23.99908173,400015.3051
kottayam,Palai,₹26 Lac,2600000,"6,098 sqft",6098,,426.3693014,13.99908173,185726.4677
kottayam,Pallom,₹3.6 Cr,36000000,"26,136 sqft",26136,,1377.410468,60,600000
kottayam,Vaikom,₹1.58 Cr,15800000,"19,602 sqft",19602,,806.0402,45,351111.1111
kottayam,SH Mount,₹67 Lac,6700000,"4,791 sqft",4791,,1398.455437,10.99862259,609167.1885
kottayam,Ayamkudy,₹65 Lac,6500000,"21,780 sqft",21780,,298.4389348,50,130000
kottayam,Vaikom,₹59.5 Lac,5950000,17 sqft,17,,350000,0.03902663,152460000
kottayam,Veliyannoor,₹7 Cr,70000000,"1,52,460 sqft",152460,,459.1368228,350,200000
kottayam,Payyappady,₹30 Lac,3000000,"4,356 sqft",4356,,688.7052342,10,300000
kottayam,Changanacherry,₹2.52 Cr,25200000,"31,363 sqft",31363,,803.4945637,71.99954086,350002.2319
kottayam,Changanacherry,₹2.88 Cr,28800000,"31,363 sqft",31363,,918.2795013,71.99954086,400002.5508
kottayam,Kumaranalloor,₹72 Lac,7200000,"6,969 sqft",6969,,1033.146793,15.99862259,450038.743
kottayam,Nattakom,₹1.9 Cr,19000000,"13,068 sqft",13068,,1453.933272,30,633333.3333
kottayam,Neendoor,₹1.5 Cr,15000000,"21,780 sqft",21780,,688.7052342,50,300000
kottayam,Pulickal Kavala,₹82.5 Lac,8250000,"13,068 sqft",13068,,631.3131313,30,275000
kottayam,Parampuzha,₹17.5 Lac,1750000,"3,049 sqft",3049,,573.958675,6.999540863,250016.3988
kottayam,Vaikom,₹2 Cr,20000000,"42,253 sqft",42253,,473.3391712,96.99954086,206186.543
kottayam,Poovarani,₹1.7 Lac,170000,30 sqft,30,,5666.666667,0.068870523,2468400
kottayam,Kanakkary,₹68.25 Lac,6825000,21 sqft,21,,325000,0.048209366,141570000
kottayam,Pampady,₹1.5 Cr,15000000,"17,424 sqft",17424,,860.8815427,40,375000
kottayam,Kuruppanthara,₹25.33 Lac,2533000,"7,357 sqft",7357,,344.2979475,16.88934803,149976.1859
kottayam,Chingavanam,₹60 Lac,6000000,"8,712 sqft",8712,,688.7052342,20,300000
kottayam,Kuravilangad,₹1.3 Lac,130000,"5,662 sqft",5662,,22.96008478,12.99816345,10001.41293
kottayam,Vaikom,₹50 Lac,5000000,"78,408 sqft",78408,,63.76900316,180,27777.77778
kottayam,Changanacherry,₹5 Cr,50000000,"5,227 sqft",5227,,9565.716472,11.99954086,4166826.095
kottayam,Meenachil,₹37.5 Lac,3750000,"2,722 sqft",2722,,1377.663483,6.248852158,600110.2131
kottayam,Ayarkunnam,₹40 Lac,4000000,"9,147 sqft",9147,,437.3018476,20.99862259,190488.6848
kottayam,Changanacherry,₹45 Lac,4500000,"5,575 sqft",5575,,807.1748879,12.79843893,351605.3812
kottayam,Karukachal,₹28 Lac,2800000,"8,712 sqft",8712,,321.3957759,20,140000
kottayam,Thellakom,₹40 Lac,4000000,"3,484 sqft",3484,,1148.105626,7.998163453,500114.8106
kottayam,Kuruppanthara,₹25 Lac,2500000,"7,357 sqft",7357,,339.8124235,16.88934803,148022.2917
kottayam,Aymanam,₹40 Lac,4000000,"4,356 sqft",4356,,918.2736455,10,400000
kottayam,Vaikom,₹15 Lac,1500000,"4,356 sqft",4356,,344.3526171,10,150000
kottayam,Pariyaram,₹2.1 Lac,210000,"4,356 sqft",4356,,48.20936639,10,21000
kottayam,Vazhoor,₹50 Lac,5000000,"16,117 sqft",16117,,310.2314326,36.99954086,135136.8121
kottayam,Pala,₹8.4 Lac,840000,"5,227 sqft",5227,,160.7040367,11.99954086,70002.6784
kottayam,Vechoochira,₹70 Lac,7000000,"87,120 sqft",87120,,80.34894399,200,35000
kottayam,Kooroppada,₹1.25 Cr,12500000,"54,450 sqft",54450,,229.5684114,125,100000
kottayam,Nedumkunnam,₹70 Lac,7000000,"30,492 sqft",30492,,229.5684114,70,100000
kottayam,Kooroppada,₹15 Lac,1500000,"6,53,40,000 sqft",65340000,,0.022956841,150000,10
kottayam,Udayanapuram,₹35 Lac,3500000,"4,356 sqft",4356,,803.4894399,10,350000
kottayam,Keezhoor,₹30 Lac,3000000,"11,761 sqft",11761,,255.0803503,26.99954086,111113.0006
kottayam,Andoor,₹36.8 Lac,3680000,"10,018 sqft",10018,,367.3387902,22.99816345,160012.777
kottayam,Nattakom,₹75 Lac,7500000,"10,890 sqft",10890,,688.7052342,25,300000
kottayam,Pala,₹1.5 Cr,15000000,"21,780 sqft",21780,,688.7052342,50,300000
kottayam,Vaikom,₹44 Lac,4400000,"5,553 sqft",5553,,792.3644877,12.74793388,345153.9708
kottayam,Anickadu,₹35 Lac,3500000,"13,068 sqft",13068,,267.8298133,30,116666.6667
kottayam,Cherppunkal,₹33.6 Lac,3360000,"18,295 sqft",18295,,183.6567368,41.99954086,80000.87456
kottayam,Vempally,₹52 Lac,5200000,"10,454 sqft",10454,,497.4172566,23.99908173,216674.957
kottayam,Ramapuram,₹70 Lac,7000000,"9,147 sqft",9147,,765.2782333,20.99862259,333355.1984
kottayam,Ettumanoor,₹55 Lac,5500000,"4,791 sqft",4791,,1147.985807,10.99862259,500062.6174
kottayam,Velloor,₹25 Lac,2500000,"8,712 sqft",8712,,286.9605142,20,125000
kottayam,Champakara,₹32 Lac,3200000,"10,890 sqft",10890,,293.8475666,25,128000
kottayam,Kooroppada,₹60 Lac,6000000,"29,620 sqft",29620,,202.5658339,67.99816345,88237.67725
kottayam,Pakkil,₹2.4 Cr,24000000,"26,136 sqft",26136,,918.2736455,60,400000
kottayam,Ponkunnam,₹45 Lac,4500000,"13,068 sqft",13068,,344.3526171,30,150000
kottayam,Puthenangady,₹95 Lac,9500000,"6,534 sqft",6534,,1453.933272,15,633333.3333
kottayam,Ammanchery,₹66.25 Lac,6625000,"5,771 sqft",5771,,1147.981286,13.24839302,500060.6481
kottayam,Vaikom,₹45 Lac,4500000,"27,442 sqft",27442,,163.982217,62.99816345,71430.65374
kottayam,Arpookara,₹36 Lac,3600000,"6,969 sqft",6969,,516.5733965,15.99862259,225019.3715
kottayam,Mundakayam,₹1.5 Cr,15000000,"58,806 sqft",58806,,255.0760127,135,111111.1111
kottayam,Pala,₹65 Lac,6500000,"7,840 sqft",7840,,829.0816327,17.99816345,361147.9592
kottayam,Pallom,₹50 Lac,5000000,"1,700 sqft",1700,,2941.176471,3.902662994,1281176.471
kottayam,Pampady,₹22.5 Lac,2250000,"4,356 sqft",4356,,516.5289256,10,225000
kottayam,Uzhavoor,₹14 Lac,1400000,"6,534 sqft",6534,,214.2638506,15,93333.33333
kottayam,Thalayolaparambu,₹80 Lac,8000000,12 sqft,12,,666666.6667,0.027548209,290400000
kottayam,Nagampadam,₹1.2 Cr,12000000,"6,534 sqft",6534,,1836.547291,15,800000
kottayam,Thalayolaparambu,₹60 Lac,6000000,"8,712 sqft",8712,,688.7052342,20,300000
kottayam,Vaikom,₹1.5 Cr,15000000,"10,890 sqft",10890,,1377.410468,25,600000
kottayam,Kuravilangad,₹65 Lac,6500000,"38,115 sqft",38115,,170.5365342,87.5,74285.71429
kottayam,Pala,₹37 Lac,3700000,"10,018 sqft",10018,,369.3351966,22.99816345,160882.4117
kottayam,Changanacherry,₹93.75 Lac,9375000,"5,445 sqft",5445,,1721.763085,12.5,750000
kottayam,Kaduthuruthy,₹30 Lac,3000000,"6,534 sqft",6534,,459.1368228,15,200000
kottayam,Ettumanoor,₹40 Lac,4000000,"6,534 sqft",6534,,612.1824304,15,266666.6667
kottayam,Changanacherry,₹1.5 Cr,15000000,"8,494 sqft",8494,,1765.952437,19.49954086,769248.8816
kottayam,Chingavanam,₹25 Lac,2500000,"3,484 sqft",3484,,717.5660161,7.998163453,312571.7566
kottayam,Mundakayam,₹2.5 Cr,25000000,"43,560 sqft",43560,,573.9210285,100,250000
kottayam,Pattithanam,₹42 Lac,4200000,"5,227 sqft",5227,,803.5201837,11.99954086,350013.392
kottayam,Vaikom,₹1.25 Cr,12500000,"65,340 sqft",65340,,191.3070095,150,83333.33333
kottayam,Thalayolaparambu,₹5 Cr,50000000,"43,560 sqft",43560,,1147.842057,100,500000
kottayam,Puthuppally,₹35 Lac,3500000,"6,969 sqft",6969,,502.2241355,15.99862259,218768.8334
kottayam,Kanjikuzhi,₹6 Lac,600000,"6,534 sqft",6534,,91.82736455,15,40000
kottayam,Puthuppally,₹1 Cr,10000000,"7,840 sqft",7840,,1275.510204,17.99816345,555612.2449
kottayam,Chennad,₹16 Lac,1600000,"8,072 sqft",8072,,198.2160555,18.53076217,86342.91378
kottayam,Kaduthuruthy,₹80 Lac,8000000,"17,424 sqft",17424,,459.1368228,40,200000
kottayam,Pala,₹2.4 Cr,24000000,"52,272 sqft",52272,,459.1368228,120,200000
kottayam,Neendoor,₹36.5 Lac,3650000,"13,830 sqft",13830,,263.9190166,31.74931129,114963.1236
kottayam,Onamthuruthu,₹36.5 Lac,3650000,"13,830 sqft",13830,,263.9190166,31.74931129,114963.1236
kottayam,Mannanam,₹19.5 Lac,1950000,"4,138 sqft",4138,,471.242146,9.499540863,205273.0788
kottayam,erattupetta,₹19 Lac,1900000,"6,534 sqft",6534,,290.7866544,15,126666.6667
kottayam,Paduva,₹1.5 Cr,15000000,"1,30,680 sqft",130680,,114.7842057,300,50000
kottayam,Kurishumoodu,₹15 Lac,1500000,"4,356 sqft",4356,,344.3526171,10,150000
kottayam,Athirampuzha,₹70 Lac,7000000,"13,068 sqft",13068,,535.6596266,30,233333.3333
kottayam,Illikkal,₹39 Lac,3900000,"11,325 sqft",11325,,344.3708609,25.99862259,150007.947
kottayam,Kaduthuruthy,₹3 Lac,300000,"5,880 sqft",5880,,51.02040816,13.49862259,22224.4898
kottayam,Peruva,₹8 Lac,800000,"2,286 sqft",2286,,349.9562555,5.247933884,152440.9449
kottayam,Manimala,₹21 Lac,2100000,"13,068 sqft",13068,,160.697888,30,70000
kottayam,Manarcadu,₹1 Cr,10000000,"34,848 sqft",34848,,286.9605142,80,125000
kottayam,Kanjirappally,₹1 Cr,10000000,"10,890 sqft",10890,,918.2736455,25,400000
kottayam,Pampady,₹3.5 Cr,35000000,"87,120 sqft",87120,,401.7447199,200,175000
kottayam,Athirampuzha,₹14 Cr,140000000,"69,696 sqft",69696,,2008.7236,160,875000
kottayam,Poovarani,₹50 Lac,5000000,30 sqft,30,,166666.6667,0.068870523,72600000
kottayam,Vaikom,₹42 Lac,4200000,"12,196 sqft",12196,,344.375205,27.99816345,150009.8393
kottayam,Olassa,₹70 Lac,7000000,"8,712 sqft",8712,,803.4894399,20,350000
kottayam,Ponkunnam,₹50 Lac,5000000,"13,939 sqft",13939,,358.7057895,31.99954086,156252.2419
kottayam,Arthooty Jn,₹1.16 Cr,11600000,"7,409 sqft",7409,,1565.663382,17.0087236,682002.9694
kottayam,Ponkunnam,₹36 Lac,3600000,"5,227 sqft",5227,,688.731586,11.99954086,300011.4789
kottayam,Channanikadu,₹3.5 Lac,350000,"9,583 sqft",9583,,36.5230095,21.99954086,15909.42294
kottayam,Paika,₹24.2 Lac,2420000,"9,583 sqft",9583,,252.5305228,21.99954086,110002.2957
kottayam,Pala,₹75 Lac,7500000,"10,890 sqft",10890,,688.7052342,25,300000
kottayam,Kuravilangad,₹2 Cr,20000000,"34,848 sqft",34848,,573.9210285,80,250000
kottayam,Thalayolaparambu,₹45 Lac,4500000,"6,534 sqft",6534,,688.7052342,15,300000
kottayam,Bharananganam,₹80 Lac,8000000,"8,712 sqft",8712,,918.2736455,20,400000
kottayam,Kanakkary,₹24 Lac,2400000,"13,939 sqft",13939,,172.178779,31.99954086,75001.07612
kottayam,Manarcadu,₹16 Lac,1600000,"3,484 sqft",3484,,459.2422503,7.998163453,200045.9242
kottayam,Kozha,₹1.5 Cr,15000000,"31,798 sqft",31798,,471.7277816,72.99816345,205484.6217
kottayam,Kumaranalloor,₹45 Lac,4500000,"9,365 sqft",9365,,480.5125467,21.49908173,209311.2653
kottayam,Thottakkadu,₹1 Cr,10000000,"26,136 sqft",26136,,382.614019,60,166666.6667
kottayam,Kurishumoodu,₹48 Lac,4800000,"10,454 sqft",10454,,459.1543907,23.99908173,200007.6526
kottayam,Neelimangalam,₹1.05 Cr,10500000,"6,534 sqft",6534,,1606.97888,15,700000
kottayam,Punnavely,₹75 Lac,7500000,"21,780 sqft",21780,,344.3526171,50,150000
kottayam,Vaikom,₹45.5 Lac,4550000,"5,662 sqft",5662,,803.6029671,12.99816345,350049.4525
kottayam,Ettumanoor,₹6 Lac,600000,"1,306 sqft",1306,,459.4180704,2.998163453,200122.5115
kottayam,Poovanthuruthu,₹22.5 Lac,2250000,7 sqft,7,,321428.5714,0.016069789,140014285.7
kottayam,Manjoor,₹60 Lac,6000000,"13,068 sqft",13068,,459.1368228,30,200000
kottayam,Chempu,₹44.2 Lac,4420000,"7,405 sqft",7405,,596.8939905,16.99954086,260007.0223
kottayam,Thiruvanchoor,₹8.75 Lac,875000,"2,178 sqft",2178,,401.7447199,5,175000
kottayam,Kanjirappally,₹55 Lac,5500000,"6,533 sqft",6533,,841.8796877,14.99770432,366722.792
kottayam,SH Mount,₹6 Lac,600000,"4,791 sqft",4791,,125.2348153,10.99862259,54552.28554
kottayam,Thottakkadu,₹1.11 Cr,11100000,"5,370 sqft",5370,,2067.039106,12.32782369,900402.2346
kottayam,Ettumanoor,₹1.49 Lac,149000,"4,356 sqft",4356,,34.2056933,10,14900
kottayam,Kanjikuzhi,₹35 Lac,3500000,"3,049 sqft",3049,,1147.91735,6.999540863,500032.7976
kottayam,Changanacherry,₹60 Lac,6000000,"2,613 sqft",2613,,2296.211251,5.99862259,1000229.621
kottayam,Kuravilangad,₹18 Lac,1800000,"5,662 sqft",5662,,317.9088661,12.99816345,138481.1021
kottayam,Kuravilangad,₹13.5 Lac,1350000,"6,534 sqft",6534,,206.6115702,15,90000
kottayam,Ayarkunnam,₹2.5 Lac,250000,"43,560 sqft",43560,,5.739210285,100,2500
kottayam,Changanacherry,₹5.6 Cr,56000000,"30,450 sqft",30450,,1839.08046,69.90358127,801103.4483
kottayam,Ettumanoor,₹12 Lac,1200000,"3,484 sqft",3484,,344.4316877,7.998163453,150034.4432
kottayam,Pampady,₹2 Cr,20000000,"43,560 sqft",43560,,459.1368228,100,200000
kottayam,Pala,₹1 Cr,10000000,"14,355 sqft",14355,,696.6213863,32.95454545,303448.2759
kottayam,Pala,₹95 Lac,9500000,"19,602 sqft",19602,,484.644424,45,211111.1111
kottayam,Kaduthuruthy,₹1.75 Lac,175000,"20,908 sqft",20908,,8.370001913,47.99816345,3645.972833
kottayam,Pampady,₹2 Cr,20000000,"21,954 sqft",21954,,910.9957183,50.39944904,396829.7349
kottayam,Kanjirappally,₹15 Lac,1500000,544 sqft,544,,2757.352941,1.248852158,1201102.941
kottayam,Changanacherry,₹54 Lac,5400000,"5,227 sqft",5227,,1033.097379,11.99954086,450017.2183
kottayam,Vaikom,₹93.75 Lac,9375000,"10,890 sqft",10890,,860.8815427,25,375000
kottayam,Vaikom,₹25 Lac,2500000,"2,178 sqft",2178,,1147.842057,5,500000
kottayam,Ayamkudy,₹20 Lac,2000000,"4,356 sqft",4356,,459.1368228,10,200000
kottayam,Meenadom,₹16.5 Lac,1650000,"4,356 sqft",4356,,378.7878788,10,165000
kottayam,Chungam,₹3 Lac,300000,"10,890 sqft",10890,,27.54820937,25,12000
kottayam,Ettumanoor,₹1.8 Cr,18000000,"7,840 sqft",7840,,2295.918367,17.99816345,1000102.041
kottayam,Ettumanoor,₹7 Cr,70000000,"43,560 sqft",43560,,1606.97888,100,700000
kottayam,Thalayolaparambu,₹2.75 Lac,275000,"2,613 sqft",2613,,105.2430157,5.99862259,45843.85763
kottayam,Kuravilangad,₹1.5 Cr,15000000,"87,120 sqft",87120,,172.1763085,200,75000
