district,locality,price_raw,price_num,area_raw,area_sqft,price_per_sqft,price_per_sqft_calc,cents,price_per_cent
ernakulam,Aluva,₹1.8 Cr,18000000,"10,454 sqft",10454,,1721.828965,23.99908173,750028.6971
ernakulam,Chellanam,₹30 Lac,3000000,"2,178 sqft",2178,,1377.410468,5,600000
ernakulam,Kalamassery,₹5.64 Cr,56400000,"10,672 sqft",10672,,5284.857571,24.49954086,2302083.958
ernakulam,Palarivattom,₹37 Lac,3700000,"1,089 sqft",1089,,3397.612489,2.5,1480000
ernakulam,Vyttila,₹1.8 Cr,18000000,"3,049 sqft",3049,,5903.574943,6.999540863,2571597.245
ernakulam,Vypin,₹1.4 Cr,14000000,"17,424 sqft",17424,,803.4894399,40,350000
ernakulam,Palluruthy,₹76 Lac,7600000,"2,147 sqft",2147,,3539.823009,4.928833792,1541946.903
ernakulam,Muvattupuzha,₹56 Lac,5600000,"17,424 sqft",17424,,321.3957759,40,140000
ernakulam,Perumbavoor,₹22 Lac,2200000,5 sqft,5,,440000,0.011478421,191664000
ernakulam,Panampilly Nagar,₹5.4 Cr,54000000,"10,193 sqft",10193,,5297.75336,23.39990817,2307701.364
ernakulam,Nayarambalam,₹1.4 Cr,14000000,"17,424 sqft",17424,,803.4894399,40,350000
ernakulam,Nedumbassery,₹7.2 Cr,72000000,"39,204 sqft",39204,,1836.547291,90,800000
ernakulam,Panayikulam,₹65 Lac,6500000,"5,662 sqft",5662,,1148.004239,12.99816345,500070.6464
ernakulam,Edappally,₹3.6 Cr,36000000,"9,147 sqft",9147,,3935.716628,20.99862259,1714398.163
ernakulam,Kuzhuppilly,₹40 Lac,4000000,"3,484 sqft",3484,,1148.105626,7.998163453,500114.8106
ernakulam,Chunangamvely,₹28 Lac,2800000,"1,742 sqft",1742,,1607.347876,3.999081726,700160.7348
ernakulam,Perumbavoor,₹17.5 Lac,1750000,"1,524 sqft",1524,,1148.293963,3.49862259,500196.8504
ernakulam,North Paravoor,₹11 Lac,1100000,4 sqft,4,,275000,0.009182736,119790000
ernakulam,Vallarpadam,₹2.1 Cr,21000000,"9,147 sqft",9147,,2295.8347,20.99862259,1000065.595
ernakulam,Kochal,₹80 Lac,8000000,"8,712 sqft",8712,,918.2736455,20,400000
ernakulam,Alangad,₹50 Lac,5000000,"3,375 sqft",3375,,1481.481481,7.747933884,645333.3333
ernakulam,Desom,₹6 Lac,600000,"4,922 sqft",4922,,121.901666,11.29935721,53100.3657
ernakulam,Kothamangalam,₹1.1 Cr,11000000,"21,780 sqft",21780,,505.0505051,50,220000
ernakulam,Edayapuram,₹4.9 Lac,490000,"2,010 sqft",2010,,243.7810945,4.614325069,106191.0448
ernakulam,Thiruvankulam,₹37 Lac,3700000,"2,491 sqft",2491,,1485.34725,5.718549128,647017.2621
ernakulam,Kandanad,₹37 Lac,3700000,"2,491 sqft",2491,,1485.34725,5.718549128,647017.2621
ernakulam,Aluva,₹49 Lac,4900000,"4,791 sqft",4791,,1022.750991,10.99862259,445510.3319
ernakulam,Kochal,₹18 Lac,1800000,"1,306 sqft",1306,,1378.254211,2.998163453,600367.5345
ernakulam,Eruveli,₹29 Lac,2900000,"3,275 sqft",3275,,885.4961832,7.518365473,385722.1374
ernakulam,Thiruvankulam,₹1.65 Cr,16500000,"13,068 sqft",13068,,1262.626263,30,550000
ernakulam,Kalamassery,₹7 Cr,70000000,"43,560 sqft",43560,,1606.97888,100,700000
ernakulam,Muvattupuzha,₹17 Lac,1700000,"6,098 sqft",6098,,278.7799278,13.99908173,121436.5366
ernakulam,Pallikkara,₹70 Lac,7000000,"4,000 sqft",4000,,1750,9.182736455,762300
ernakulam,Perumbavoor,₹36 Lac,3600000,14 sqft,14,,257142.8571,0.032139578,112011428.6
ernakulam,Kothamangalam,₹56 Lac,5600000,"8,058 sqft",8058,,694.9615289,18.49862259,302725.242
ernakulam,Kothamangalam,₹8.55 Cr,85500000,"82,764 sqft",82764,,1033.057851,190,450000
ernakulam,Aluva,₹17.9 Lac,1790000,"2,395 sqft",2395,,747.3903967,5.498163453,325563.2568
ernakulam,Koonammavu,₹2.25 Cr,22500000,"10,890 sqft",10890,,2066.115702,25,900000
ernakulam,Fort Vypin,₹91 Lac,9100000,"5,662 sqft",5662,,1607.205934,12.99816345,700098.905
ernakulam,Kumbalangi,₹1.28 Cr,12800000,"6,969 sqft",6969,,1836.70541,15.99862259,800068.8765
ernakulam,Vennala,₹82.5 Lac,8250000,"2,395 sqft",2395,,3444.676409,5.498163453,1500501.044
ernakulam,Tripunithura,₹80 Lac,8000000,"3,920 sqft",3920,,2040.816327,8.999081726,888979.5918
ernakulam,Eroor,₹70 Lac,7000000,"2,178 sqft",2178,,3213.957759,5,1400000
ernakulam,Edappally Junction,₹2.08 Cr,20800000,16 sqft,16,,1300000,0.036730946,566280000
ernakulam,Chottanikkara,₹20 Lac,2000000,"2,613 sqft",2613,,765.4037505,5.99862259,333409.8737
ernakulam,Koonammavu,₹72 Lac,7200000,"3,920 sqft",3920,,1836.734694,8.999081726,800081.6327
ernakulam,Koonammavu,₹1.5 Cr,15000000,"5,445 sqft",5445,,2754.820937,12.5,1200000
ernakulam,Palluruthy,₹21 Lac,2100000,"1,306 sqft",1306,,1607.963247,2.998163453,700428.7902
ernakulam,Edappally,₹1.48 Cr,14800000,"3,048 sqft",3048,,4855.643045,6.997245179,2115118.11
ernakulam,Thankalam,₹75 Lac,7500000,"6,534 sqft",6534,,1147.842057,15,500000
ernakulam,Kalamassery,₹4.5 Cr,45000000,"7,665 sqft",7665,,5870.841487,17.59641873,2557338.552
ernakulam,Trichur,₹1.75 Cr,17500000,"4,356 sqft",4356,,4017.447199,10,1750000
ernakulam,Pachalam,₹1.35 Cr,13500000,"3,158 sqft",3158,,4274.857505,7.249770432,1862127.929
idukki,Thodupuzha,₹90 Lac,9000000,"72,745 sqft",72745,,123.7198433,166.9995409,53892.36374
idukki,Ramakkalmedu,₹65 Lac,6500000,"43,560 sqft",43560,,149.2194674,100,65000
idukki,Adimali,₹1.2 Cr,12000000,"2,17,800 sqft",217800,,55.09641873,500,24000
idukki,Munnar,₹30 Lac,3000000,"4,356 sqft",4356,,688.7052342,10,300000
idukki,Adimali,₹1.75 Cr,17500000,"21,780 sqft",21780,,803.4894399,50,350000
idukki,Rajakumari,₹58 Lac,5800000,"21,780 sqft",21780,,266.2993572,50,116000
idukki,Thekkady,₹2.1 Cr,21000000,"1,52,460 sqft",152460,,137.7410468,350,60000
idukki,Thodupuzha,₹5.5 Cr,55000000,"26,136 sqft",26136,,2104.377104,60,916666.6667
idukki,Santhanpara,₹83 Lac,8300000,"36,154 sqft",36154,,229.5734912,82.99816345,100002.2128
idukki,Bison Valley,₹2.75 Cr,27500000,"21,780 sqft",21780,,1262.626263,50,550000
idukki,Kumily,₹62 Lac,6200000,69 sqft,69,,89855.07246,0.158402204,39140869.57
idukki,Thodupuzha,₹6.38 Cr,63800000,"4,500 sqft",4500,,14177.77778,10.33057851,6175840
idukki,Chelachuvadu,₹18 Lac,1800000,"65,340 sqft",65340,,27.54820937,150,12000
idukki,Pazhayarikandom,₹60 Lac,6000000,"1,74,240 sqft",174240,,34.43526171,400,15000
idukki,Kulamavu,₹70 Lac,7000000,"39,639 sqft",39639,,176.5937587,90.99862259,76924.24128
idukki,Rajakkad,₹1.05 Cr,10500000,"15,246 sqft",15246,,688.7052342,35,300000
idukki,Ponmudi,₹25 Lac,2500000,"33,541 sqft",33541,,74.53564294,76.99954086,32467.72607
idukki,Thodupuzha,₹69.38 Lac,6938000,"8,058 sqft",8058,,861.0076942,18.49862259,375054.9516
idukki,Thookkupalam,₹52.5 Lac,5250000,"15,246 sqft",15246,,344.3526171,35,150000
idukki,Kattappana,₹45 Lac,4500000,"19,602 sqft",19602,,229.5684114,45,100000
idukki,Thodupuzha,₹45 Lac,4500000,"4,791 sqft",4791,,939.2611146,10.99862259,409142.1415
idukki,Rajakumari,₹70 Lac,7000000,"8,712 sqft",8712,,803.4894399,20,350000
idukki,Bison Valley,₹72 Lac,7200000,"26,136 sqft",26136,,275.4820937,60,120000
idukki,Rajakumari,₹75 Lac,7500000,"1,30,680 sqft",130680,,57.39210285,300,25000
idukki,Kambilikandam,₹75 Lac,7500000,"2,48,292 sqft",248292,,30.20636992,570,13157.89474
idukki,Thodupuzha,₹2.94 Cr,29400000,"1,42,441 sqft",142441,,206.4012468,326.9995409,89908.38312
idukki,Kumily,₹75 Lac,7500000,"26,136 sqft",26136,,286.9605142,60,125000
idukki,Kattappana,₹90 Lac,9000000,"27,878 sqft",27878,,322.8352106,63.99908173,140627.0177
idukki,Mundiyeruma,₹84.5 Lac,8450000,"1,24,581 sqft",124581,,67.8273573,285.9986226,29545.59684
idukki,Kallar Vattiyar,₹12 Cr,120000000,"2,61,360 sqft",261360,,459.1368228,600,200000
idukki,Thookkupalam,₹72 Lac,7200000,"93,654 sqft",93654,,76.87872381,215,33488.37209
idukki,Kattappana,₹30 Lac,3000000,"6,534 sqft",6534,,459.1368228,15,200000
idukki,Munnar,₹3 Cr,30000000,"9,147 sqft",9147,,3279.763857,20.99862259,1428665.136
idukki,Polinjapalam,₹55 Lac,5500000,"6,534 sqft",6534,,841.7508418,15,366666.6667
idukki,Upputhara,₹74 Lac,7400000,"27,007 sqft",27007,,274.0030362,61.99954086,119355.7226
idukki,Chelachuvadu,₹58 Lac,5800000,"65,340 sqft",65340,,88.7664524,150,38666.66667
idukki,Adimali,₹79.15 Lac,7915000,"14,374 sqft",14374,,550.6470015,32.99816345,239861.8339
idukki,Rajakumari,"₹80,000",80000,50 sqft,50,,1600,0.114784206,696960
idukki,Upputhara,₹30 Lac,3000000,"15,246 sqft",15246,,196.772924,35,85714.28571
idukki,Thookkupalam,₹1.8 Cr,18000000,"65,340 sqft",65340,,275.4820937,150,120000
idukki,Thodupuzha,₹42 Lac,4200000,"6,534 sqft",6534,,642.7915519,15,280000
idukki,Thodupuzha,₹1.1 Cr,11000000,"23,958 sqft",23958,,459.1368228,55,200000
idukki,Kattappana,₹1 Cr,10000000,"65,340 sqft",65340,,153.0456076,150,66666.66667
idukki,Kattappana,₹1.35 Cr,13500000,30 sqft,30,,450000,0.068870523,196020000
idukki,Edavetty,₹52 Lac,5200000,30 sqft,30,,173333.3333,0.068870523,75504000
idukki,Kattappana,₹85 Lac,8500000,"65,340 sqft",65340,,130.0887665,150,56666.66667
idukki,Manakkad,₹40 Lac,4000000,"8,712 sqft",8712,,459.1368228,20,200000
idukki,Adimali,₹45 Lac,4500000,"43,560 sqft",43560,,103.3057851,100,45000
idukki,Munnar,₹60 Lac,6000000,"9,583 sqft",9583,,626.1087342,21.99954086,272732.9646
idukki,Munnar,₹1.2 Cr,12000000,"43,560 sqft",43560,,275.4820937,100,120000
idukki,Kodikulam,₹18 Lac,1800000,"5,444 sqft",5444,,330.6392359,12.49770432,144026.4511
idukki,,₹16 Lac,1600000,"15,246 sqft",15246,,104.9455595,35,45714.28571
idukki,Chelachuvadu,₹40 Lac,4000000,"65,340 sqft",65340,,61.21824304,150,26666.66667
idukki,Upputhara,₹60 Lac,6000000,"54,450 sqft",54450,,110.1928375,125,48000
idukki,Chinnakanal,₹25 Lac,2500000,"4,356 sqft",4356,,573.9210285,10,250000
idukki,Vengalloor,₹45 Lac,4500000,"7,405 sqft",7405,,607.6975017,16.99954086,264713.0317
idukki,Munnar,₹4.5 Cr,45000000,"3,04,920 sqft",304920,,147.579693,700,64285.71429
idukki,Kodikulam,₹3 Cr,30000000,"87,120 sqft",87120,,344.3526171,200,150000
idukki,Kodikulam,₹3 Cr,30000000,"2,152 sqft",2152,,13940.52045,4.940312213,6072490.706
idukki,Munnar,₹80 Lac,8000000,"8,712 sqft",8712,,918.2736455,20,400000
idukki,Rajakkad,₹31.5 Lac,3150000,"3,920 sqft",3920,,803.5714286,8.999081726,350035.7143
idukki,Thodupuzha,₹29.32 Lac,2932000,"5,009 sqft",5009,,585.3463765,11.49908173,254976.8816
idukki,Chinnakanal,₹1.4 Cr,14000000,"21,780 sqft",21780,,642.7915519,50,280000
idukki,Kuttikkanam,₹96 Lac,9600000,274 sqft,274,,35036.49635,0.629017447,15261897.81
idukki,Thodupuzha,₹50 Lac,5000000,"4,356 sqft",4356,,1147.842057,10,500000
idukki,Senapathy,₹2 Cr,20000000,"87,120 sqft",87120,,229.5684114,200,100000
idukki,Thodupuzha,₹18 Cr,180000000,"43,560 sqft",43560,,4132.231405,100,1800000
idukki,Upputhara,₹50 Lac,5000000,"43,560 sqft",43560,,114.7842057,100,50000
idukki,Vagamon,₹35 Lac,3500000,"8,712 sqft",8712,,401.7447199,20,175000
idukki,Rajakkad,₹2 Cr,20000000,"38,768 sqft",38768,,515.8893933,88.99908173,224721.4197
idukki,Kulamavu,₹3 Cr,30000000,"1,74,240 sqft",174240,,172.1763085,400,75000
idukki,Balagram,₹30 Lac,3000000,24 sqft,24,,125000,0.055096419,54450000
idukki,Rajakkad,₹20 Lac,2000000,"7,995 sqft",7995,,250.1563477,18.35399449,108968.1051
idukki,Rajakumari,₹60 Lac,6000000,"21,780 sqft",21780,,275.4820937,50,120000
idukki,Mankulam,₹60 Lac,6000000,"54,450 sqft",54450,,110.1928375,125,48000
idukki,Vellathooval,₹23 Lac,2300000,"8,712 sqft",8712,,264.0036731,20,115000
idukki,Vazhithala,₹60 Lac,6000000,"43,560 sqft",43560,,137.7410468,100,60000
idukki,Thodupuzha,₹9 Lac,900000,"3,920 sqft",3920,,229.5918367,8.999081726,100010.2041
idukki,Kumily,₹20 Lac,2000000,"4,356 sqft",4356,,459.1368228,10,200000
idukki,Thodupuzha,₹12 Lac,1200000,"4,138 sqft",4138,,289.9951667,9.499540863,126321.8946
idukki,Arakulam,₹1.25 Cr,12500000,"18,000 sqft",18000,,694.4444444,41.32231405,302500
idukki,Munnar,₹3.5 Cr,35000000,"1,52,460 sqft",152460,,229.5684114,350,100000
idukki,Munnar,₹30 Lac,3000000,"26,136 sqft",26136,,114.7842057,60,50000
idukki,Vagamon,₹2.8 Cr,28000000,"1,74,240 sqft",174240,,160.697888,400,70000
idukki,Vagamon,₹90 Lac,9000000,"71,874 sqft",71874,,125.2191335,165,54545.45455
idukki,Vagamon,₹50 Lac,5000000,"43,560 sqft",43560,,114.7842057,100,50000
idukki,Vagamon,₹14 Lac,1400000,"8,712 sqft",8712,,160.697888,20,70000
idukki,Vagamon,₹45 Lac,4500000,"15,246 sqft",15246,,295.1593861,35,128571.4286
idukki,Vagamon,₹15 Lac,1500000,"5,227 sqft",5227,,286.9714942,11.99954086,125004.7829
idukki,Karimannoor,₹4 Lac,400000,"43,560 sqft",43560,,9.182736455,100,4000
idukki,Thodupuzha,₹75 Lac,7500000,"21,780 sqft",21780,,344.3526171,50,150000
idukki,Munnar,₹35 Lac,3500000,15 sqft,15,,233333.3333,0.034435262,101640000
idukki,Kanthalloor,₹3 Lac,300000,"26,136 sqft",26136,,11.47842057,60,5000
idukki,Ayyappancoil,₹35 Lac,3500000,"15,246 sqft",15246,,229.5684114,35,100000
idukki,Kumily,₹3.8 Cr,38000000,"82,764 sqft",82764,,459.1368228,190,200000
idukki,Murickassery,₹1.5 Cr,15000000,"43,560 sqft",43560,,344.3526171,100,150000
idukki,Elappara,₹25 Lac,2500000,"4,356 sqft",4356,,573.9210285,10,250000
idukki,Kumily,₹25 Cr,250000000,"17,42,400 sqft",1742400,,143.4802571,4000,62500
idukki,Cheruthoni,₹50 Lac,5000000,"32,670 sqft",32670,,153.0456076,75,66666.66667
idukki,Pallivasal,₹52.2 Lac,5220000,"2,610 sqft",2610,,2000,5.991735537,871200
idukki,Pallivasal,₹50 Lac,5000000,"2,610 sqft",2610,,1915.708812,5.991735537,834482.7586
idukki,Vengalloor,₹80 Lac,8000000,"21,780 sqft",21780,,367.3094582,50,160000
idukki,Chinnakanal,₹12 Cr,120000000,"2,94,030 sqft",294030,,408.1216202,675,177777.7778
idukki,Kattappana,₹2.1 Cr,21000000,"1,35,036 sqft",135036,,155.5140851,310,67741.93548
idukki,Thookkupalam,₹25 Lac,2500000,"32,670 sqft",32670,,76.5228038,75,33333.33333
idukki,Thodupuzha,₹65 Lac,6500000,"93,654 sqft",93654,,69.40440344,215,30232.55814
idukki,Thodupuzha,₹33 Lac,3300000,"30,000 sqft",30000,,110,68.87052342,47916
idukki,Thattakuzha,₹80 Lac,8000000,"87,120 sqft",87120,,91.82736455,200,40000
idukki,Upputhara,₹65 Lac,6500000,"74,923 sqft",74923,,86.75573589,171.9995409,37790.79855
idukki,Munnar,₹5 Cr,50000000,"21,780 sqft",21780,,2295.684114,50,1000000
idukki,Kattappana,₹80 Lac,8000000,"1,30,680 sqft",130680,,61.21824304,300,26666.66667
idukki,Kumily,₹62.5 Lac,6250000,"21,780 sqft",21780,,286.9605142,50,125000
idukki,Munnar,₹15 Lac,1500000,"2,178 sqft",2178,,688.7052342,5,300000
idukki,Vazhithala,₹22 Lac,2200000,"8,712 sqft",8712,,252.5252525,20,110000
idukki,Munnar,₹3 Cr,30000000,1 sqft,1,,30000000,0.002295684,13068000000
idukki,Thodupuzha,₹30 Lac,3000000,"8,712 sqft",8712,,344.3526171,20,150000
idukki,Ramakkalmedu,₹19 Lac,1900000,"27,007 sqft",27007,,70.35213093,61.99954086,30645.38823
idukki,Thodupuzha,₹65 Lac,6500000,"8,712 sqft",8712,,746.097337,20,325000
idukki,Kallar Vattiyar,₹50 Lac,5000000,"21,780 sqft",21780,,229.5684114,50,100000
idukki,Calvarymount Tourism,₹1.75 Cr,17500000,"26,136 sqft",26136,,669.5745332,60,291666.6667
idukki,Thodupuzha,₹29.32 Lac,2932000,"5,009 sqft",5009,,585.3463765,11.49908173,254976.8816
idukki,Kattappana,₹3 Lac,300000,"28,749 sqft",28749,,10.43514557,65.99862259,4545.54941
idukki,Adimali,₹79 Lac,7900000,"14,374 sqft",14374,,549.6034507,32.99816345,239407.2631
idukki,Rajakkad,₹45 Lac,4500000,"25,700 sqft",25700,,175.0972763,58.99908173,76272.37354
idukki,Munnar,₹60 Lac,6000000,"25,264 sqft",25264,,237.4920836,57.99816345,103451.5516
idukki,Kumily,₹2 Cr,20000000,"12,196 sqft",12196,,1639.881929,27.99816345,714332.5681
idukki,Vagamon,₹70 Lac,7000000,"34,848 sqft",34848,,200.87236,80,87500
idukki,Munnar,₹90 Lac,9000000,"43,560 sqft",43560,,206.6115702,100,90000
idukki,Thodupuzha,₹20 Cr,200000000,"58,370 sqft",58370,,3426.41768,133.9990817,1492547.542
idukki,Upputhara,₹25 Lac,2500000,"30,492 sqft",30492,,81.98871835,70,35714.28571
idukki,Adimali,₹38.85 Lac,3885000,"9,147 sqft",9147,,424.7294195,20.99862259,185012.1351
idukki,Adimali,₹98 Lac,9800000,"32,670 sqft",32670,,299.9693909,75,130666.6667
idukki,Vagamon,₹2.5 Cr,25000000,"1,08,900 sqft",108900,,229.5684114,250,100000
idukki,Vagamon,₹7.5 Cr,75000000,"3,26,700 sqft",326700,,229.5684114,750,100000
idukki,Munnar,₹16 Lac,1600000,"6,250 sqft",6250,,256,14.34802571,111513.6
idukki,Marayoor,₹16 Lac,1600000,"6,098 sqft",6098,,262.3811086,13.99908173,114293.2109
idukki,Kunchithanny,₹75 Lac,7500000,98 sqft,98,,76530.61224,0.224977043,33336734.69
idukki,Thodupuzha,₹60 Lac,6000000,"13,068 sqft",13068,,459.1368228,30,200000
idukki,Vagamon,₹1.2 Cr,12000000,"17,424 sqft",17424,,688.7052342,40,300000
idukki,Munnar,₹30 Lac,3000000,"6,534 sqft",6534,,459.1368228,15,200000
idukki,Kattappana,₹1.75 Cr,17500000,"10,890 sqft",10890,,1606.97888,25,700000
idukki,Thokkupara,₹2.7 Cr,27000000,"78,408 sqft",78408,,344.3526171,180,150000
idukki,Thankamani,₹1.5 Cr,15000000,3 sqft,3,,5000000,0.006887052,2178000000
idukki,Thodupuzha,₹52.5 Lac,5250000,"6,534 sqft",6534,,803.4894399,15,350000
idukki,Thodupuzha,₹1.13 Cr,11300000,"32,670 sqft",32670,,345.8830732,75,150666.6667
idukki,Thekkady,₹1.25 Cr,12500000,"54,450 sqft",54450,,229.5684114,125,100000
idukki,Upputhara,₹1.25 Cr,12500000,"43,560 sqft",43560,,286.9605142,100,125000
idukki,Kattappana,₹1.25 Lac,125000,9 sqft,9,,13888.88889,0.020661157,6050000
idukki,Adimali,₹65 Lac,6500000,"43,560 sqft",43560,,149.2194674,100,65000
idukki,Ponmudi,₹65 Lac,6500000,"43,560 sqft",43560,,149.2194674,100,65000
idukki,Alakode,₹2.44 Cr,24400000,"78,843 sqft",78843,,309.4757937,180.9986226,134807.6557
idukki,Munnar,₹90 Lac,9000000,"2,906 sqft",2906,,3097.040606,6.671258035,1349070.888
idukki,Rajakkad,₹60 Lac,6000000,"43,560 sqft",43560,,137.7410468,100,60000
idukki,Vannappuram,₹1.25 Cr,12500000,"26,136 sqft",26136,,478.2675237,60,208333.3333
idukki,Vagamon,₹18 Lac,1800000,12 sqft,12,,150000,0.027548209,65340000
idukki,Moolamattom,₹4.2 Lac,420000,"2,613 sqft",2613,,160.7347876,5.99862259,70016.07348
idukki,Thodupuzha,₹1.6 Cr,16000000,"6,09,840 sqft",609840,,26.23638987,1400,11428.57143
idukki,Thodupuzha,₹1 Cr,10000000,"13,080 sqft",13080,,764.5259939,30.02754821,333027.5229
idukki,Thodupuzha,₹30 Lac,3000000,"13,080 sqft",13080,,229.3577982,30.02754821,99908.25688
idukki,Kanthalloor,₹60 Lac,6000000,"13,068 sqft",13068,,459.1368228,30,200000
idukki,Irumbupalam,₹80 Lac,8000000,"1,74,240 sqft",174240,,45.91368228,400,20000
idukki,Munnar,₹8.15 Cr,81500000,"8,712 sqft",8712,,9354.912764,20,4075000
idukki,Kumily,₹4 Cr,40000000,"1,33,293 sqft",133293,,300.0907775,305.9986226,130719.5427
idukki,Vandiperiyar,₹2 Cr,20000000,"1,87,308 sqft",187308,,106.7760053,430,46511.62791
idukki,Munnar,₹90 Lac,9000000,"76,230 sqft",76230,,118.0637544,175,51428.57143
idukki,Thodupuzha,₹25 Lac,2500000,"3,484 sqft",3484,,717.5660161,7.998163453,312571.7566
idukki,Kumily,₹55 Lac,5500000,"2,700 sqft",2700,,2037.037037,6.198347107,887333.3333
idukki,Munnar,₹25 Lac,2500000,"4,356 sqft",4356,,573.9210285,10,250000
idukki,Vagamon,₹23.5 Lac,2350000,"4,530 sqft",4530,,518.7637969,10.39944904,225973.5099
idukki,Munnar,₹4.75 Cr,47500000,"1,30,680 sqft",130680,,363.483318,300,158333.3333
kannur,Chalode,₹2 Cr,20000000,"21,344 sqft",21344,,937.0314843,48.99908173,408170.9145
kannur,Thalassery,₹52 Lac,5200000,"8,712 sqft",8712,,596.8778696,20,260000
kannur,Pallikunnu,₹2.7 Cr,27000000,"13,068 sqft",13068,,2066.115702,30,900000
kannur,Thalassery,₹2.7 Cr,27000000,"19,166 sqft",19166,,1408.744652,43.99908173,613649.1704
kannur,Chemperi,₹1.95 Cr,19500000,"54,450 sqft",54450,,358.1267218,125,156000
kannur,Thalassery,₹1.4 Cr,14000000,"50,094 sqft",50094,,279.4745878,115,121739.1304
kannur,Kakkad,₹81.2 Lac,8120000,"6,09,840 sqft",609840,,13.31496786,1400,5800
kannur,Ullikkal,₹2 Cr,20000000,"43,560 sqft",43560,,459.1368228,100,200000
kannur,Kuthuparamba,₹1.1 Lac,110000,"25,50,002 sqft",2550002,,0.043137221,5853.999082,18.7905735
kannur,Uruvachal,₹23 Lac,2300000,"16,117 sqft",16117,,142.706459,36.99954086,62162.93355
kannur,Alavil,₹57 Lac,5700000,"5,227 sqft",5227,,1090.491678,11.99954086,475018.1749
kannur,Nadukani,₹1.35 Cr,13500000,3 sqft,3,,4500000,0.006887052,1960200000
kannur,Edakkad,₹7.8 Cr,78000000,"52,272 sqft",52272,,1492.194674,120,650000
kannur,Iritty,₹1.2 Cr,12000000,"60,984 sqft",60984,,196.772924,140,85714.28571
kannur,Mattanur,₹27 Lac,2700000,"14,374 sqft",14374,,187.839154,32.99816345,81822.73549
kannur,Kannothumcha,₹1.5 Cr,15000000,"7,448 sqft",7448,,2013.96348,17.09825528,877282.4919
kannur,Chalode,₹30 Lac,3000000,"4,790 sqft",4790,,626.3048017,10.99632691,272818.3716
kannur,Munderi,₹25 Lac,2500000,"4,573 sqft",4573,,546.6870763,10.49816345,238136.8904
kannur,Pariyaram,₹1 Cr,10000000,"21,780 sqft",21780,,459.1368228,50,200000
kannur,Kuttiattoor,₹26 Lac,2600000,"11,325 sqft",11325,,229.580574,25.99862259,100005.298
kannur,Kuthuparamba,₹17.5 Lac,1750000,"4,356 sqft",4356,,401.7447199,10,175000
kannur,Pallikunnu,₹50 Lac,5000000,"3,267 sqft",3267,,1530.456076,7.5,666666.6667
kannur,Nayattupara,₹1.5 Cr,15000000,"19,602 sqft",19602,,765.228038,45,333333.3333
kannur,Thottada,₹60 Lac,6000000,"4,356 sqft",4356,,1377.410468,10,600000
kannur,Thaliparamba,₹50 Lac,5000000,"13,068 sqft",13068,,382.614019,30,166666.6667
kannur,Thalassery,₹75 Lac,7500000,"5,880 sqft",5880,,1275.510204,13.49862259,555612.2449
kannur,Kudiyanmala,₹50 Lac,5000000,"1,89,921 sqft",189921,,26.32673585,435.9986226,11467.92614
kannur,Kuthuparamba,₹92 Lac,9200000,"12,414 sqft",12414,,741.0987595,28.49862259,322822.6196
kannur,Panoor,₹55 Lac,5500000,"16,552 sqft",16552,,332.2861286,37.99816345,144743.8376
kannur,Alavil,₹1.02 Cr,10200000,"7,405 sqft",7405,,1377.44767,16.99954086,600016.2053
kannur,Dharmadom,₹60 Lac,6000000,12 sqft,12,,500000,0.027548209,217800000
kannur,Podikkundu,₹65 Lac,6500000,"4,356 sqft",4356,,1492.194674,10,650000
kannur,Kuthuparamba,₹1 Cr,10000000,"21,780 sqft",21780,,459.1368228,50,200000
kannur,Iriveri,₹50 Lac,5000000,"13,068 sqft",13068,,382.614019,30,166666.6667
kannur,Chalad,₹2.05 Cr,20500000,"18,730 sqft",18730,,1094.500801,42.99816345,476764.5489
kannur,Thottada,₹43.9 Lac,4390000,"5,662 sqft",5662,,775.3444013,12.99816345,337740.0212
kannur,Iriveri,₹11 Lac,1100000,"6,534 sqft",6534,,168.3501684,15,73333.33333
kannur,Mattanur,₹55 Lac,5500000,"3,000 sqft",3000,,1833.333333,6.887052342,798600
kannur,Payyanur,₹45 Lac,4500000,"4,356 sqft",4356,,1033.057851,10,450000
kannur,Nirmalagiri,₹1.59 Cr,15900000,"23,086 sqft",23086,,688.7290999,52.99816345,300010.3959
kannur,Varam,₹15 Lac,1500000,"5,009 sqft",5009,,299.4609703,11.49908173,130445.1986
kannur,Dharmadom,₹5 Lac,500000,"6,534 sqft",6534,,76.5228038,15,33333.33333
kannur,Thaliparamba,₹50 Lac,5000000,"13,068 sqft",13068,,382.614019,30,166666.6667
kannur,Sreekandapuram,₹2.5 Cr,25000000,"76,230 sqft",76230,,327.9548734,175,142857.1429
kannur,Dharmadom,₹4 Lac,400000,"15,246 sqft",15246,,26.23638987,35,11428.57143
kannur,Kuthuparamba,₹20 Lac,2000000,"4,356 sqft",4356,,459.1368228,10,200000
kannur,Mathukkoth,₹28 Lac,2800000,"6,969 sqft",6969,,401.7793084,15.99862259,175015.0667
kannur,Thottada,₹4 Cr,40000000,"20,908 sqft",20908,,1913.143294,47.99816345,833365.2191
kannur,Chalode,₹1.75 Cr,17500000,"6,534 sqft",6534,,2678.298133,15,1166666.667
kannur,Eranholi,₹30 Lac,3000000,"5,227 sqft",5227,,573.9429883,11.99954086,250009.5657
